text;cleaned_array;cleaned_text;label;topic_name;tsne-2d-one;tsne-2d-two
Телефон не ловит сеть в чем дело;['телефон', 'ловить', 'сеть', 'дело'];телефон ловить сеть дело;3;sim-cards;8.864133;0.36543155
у меня есть бесплатный интернет?;['бесплатный', 'интернет'];бесплатный интернет;6;balance_2;-2.5178204;-0.28386796
добрый день, вышлите мне пожалуйста пин для интернета;['добрый', 'день', 'выслать', 'пожалуйста', 'пин', 'интернет'];добрый день выслать пожалуйста пин интернет;4;pin-codes;12.189992;-9.916512
А сколько 1 смска стоит в Москву;['сколько', 'смска', 'стоить', 'москва'];сколько смска стоить москва;2;costs;3.1002605;6.778367
а в моем пакете по спб звонки тарифицируютс;['пакет', 'спб', 'звонок', 'тарифицируютс'];пакет спб звонок тарифицируютс;5;tariffs;-0.8520855;-8.593628
Находясь в роуминге- тарифы на звонки и СМС?;['находиться', 'роуминг', 'тариф', 'звонок', 'смс'];находиться роуминг тариф звонок смс;5;tariffs;-10.688754;-10.43335
Что мне сделать, чтобы узнать, почему моя сим заблокирована? Спасибо;['сделать', 'узнать', 'почему', 'сим', 'заблокировать', 'спасибо'];сделать узнать почему сим заблокировать спасибо;3;sim-cards;11.4856615;-0.7792517
какова стоимость звонков и смс  в поездках п россии?;['каков', 'стоимость', 'звонок', 'смс', 'поездка', 'п', 'россия'];каков стоимость звонок смс поездка п россия;5;tariffs;-14.45816;-7.6630754
В какой день снимается абонентсая плата на моём тарифе?;['день', 'сниматься', 'абонентсый', 'плата', 'тариф'];день сниматься абонентсый плата тариф;5;tariffs;-0.039731402;-9.788821
Что делать, если телефон видит симку, но сеть недоступна?;['делать', 'телефон', 'видеть', 'симка', 'сеть', 'недоступный'];делать телефон видеть симка сеть недоступный;3;sim-cards;8.958202;4.4525967
Здравствуйте, интересуют расценки на межгород..;['здравствуйте', 'интересовать', 'расценка', 'межгород'];здравствуйте интересовать расценка межгород;5;tariffs;3.046814;-5.7000446
Нет сети у рабочей сим карты. Телефон поддерживает 3G;['сеть', 'рабочий', 'сим', 'карта', 'телефон', 'поддерживать', 'g'];сеть рабочий сим карта телефон поддерживать g;3;sim-cards;11.765096;10.495993
Приветик, не могу найти на сайте информацию по пакету. У меня тариф Деймос. Помогите, пожалуйста!;['приветик', 'мочь', 'найти', 'сайт', 'информация', 'пакет', 'тариф', 'деймос', 'помочь', 'пожалуйста'];приветик мочь найти сайт информация пакет тариф деймос помочь пожалуйста;5;tariffs;-1.5780449;-2.8036234
" Здравствуйте. У меня старый тариф Уран, Ярославль область, подключена опция ""везде ноль"" , сейчас регион Крым, какая будет стоимость интернета?, спасибо.";['здравствуйте', 'старый', 'тариф', 'уран', 'ярославль', 'область', 'подключить', 'опция', 'везде', 'ноль', 'регион', 'крым', 'стоимость', 'интернет', 'спасибо'];здравствуйте старый тариф уран ярославль область подключить опция везде ноль регион крым стоимость интернет спасибо;5;tariffs;-0.4834153;-12.307174
Привет, телефон не хочет работать с вашей симкой;['привет', 'телефон', 'хотеть', 'работать', 'ваш', 'симка'];привет телефон хотеть работать ваш симка;3;sim-cards;6.3115606;2.6383877
Сим-карта не активируется 610 набирали не раз...;['сим', 'карта', 'активироваться', 'набирать'];сим карта активироваться набирать;3;sim-cards;11.491343;10.920594
А подскожите сколько бесплатных смс можно отправить по моему тарифу?;['подскожить', 'сколько', 'бесплатный', 'смс', 'отправить', 'тариф'];подскожить сколько бесплатный смс отправить тариф;6;balance_2;-3.2907343;3.1621811
запамятовал куда засунул пин-код;['запамятовать', 'засунуть', 'пин', 'код'];запамятовать засунуть пин код;4;pin-codes;15.891097;-1.8953013
информация по остаткам пакетов;['информация', 'остаток', 'пакет'];информация остаток пакет;1;balance_1;-11.603556;6.011374
Расходуются ли бесплатные минуты на звонки на номер другого оператора;['расходоваться', 'бесплатный', 'минута', 'звонок', 'номер', 'оператор'];расходоваться бесплатный минута звонок номер оператор;5;tariffs;-10.298898;-3.7114782
Хочу поехать заграницу сколько там будет стоить связь?;['хотеть', 'поехать', 'заграницу', 'сколько', 'стоить', 'связь'];хотеть поехать заграницу сколько стоить связь;2;costs;3.2433298;8.634009
приветствую! у меня телефон не видит вашу сим-карту.;['приветствовать', 'телефон', 'видеть', 'ваш', 'сим', 'карта'];приветствовать телефон видеть ваш сим карта;3;sim-cards;9.751571;12.66375
Как заставить работать hts a3333 с сим картой Сфера;['заставить', 'работать', 'hts', 'a', 'сим', 'карта', 'сфера'];заставить работать hts a сим карта сфера;3;sim-cards;11.938244;9.516241
Привет, хочу узнать стоимость минут, когда звонишь на другие номера с тарифа Плутон.;['привет', 'хотеть', 'узнать', 'стоимость', 'минута', 'звонить', 'номер', 'тариф', 'плутон'];привет хотеть узнать стоимость минута звонить номер тариф плутон;5;tariffs;-10.692883;-5.3773327
добрый день! Как можно узнать пин, если я его забыл?;['добрый', 'день', 'узнать', 'пин', 'забыть'];добрый день узнать пин забыть;4;pin-codes;15.607681;-6.93466
Добрый вечер, подскажите, сколько мегабайт мне доступно;['добрый', 'вечер', 'подсказать', 'сколько', 'мегабайт', 'доступно'];добрый вечер подсказать сколько мегабайт доступно;6;balance_2;-1.1599321;3.4709482
 Как можно проверить остаток интернета ,бесплатных смс и минут..на тарифе Плутон;['проверить', 'остаток', 'интернет', 'бесплатный', 'смс', 'минута', 'тариф', 'плутон'];проверить остаток интернет бесплатный смс минута тариф плутон;5;tariffs;-11.762175;0.15507133
Не работает ваша сим-карта ,не знаю как быть;['работать', 'ваш', 'сим', 'карта', 'знать'];работать ваш сим карта знать;3;sim-cards;9.680669;12.741495
как частно деньги списывают по Сатурн;['частный', 'деньга', 'списывать', 'сатурн'];частный деньга списывать сатурн;5;tariffs;1.4627728;-3.2226458
Сколько стоит звонок когда кончились минуты?;['сколько', 'стоить', 'звонок', 'кончиться', 'минута'];сколько стоить звонок кончиться минута;2;costs;2.2894204;12.181665
"Здравствуйте, как я могу узнать сколько у меня осталось мунут, смс и трафика в тарифном плане ""Юпитер""";['здравствуйте', 'мочь', 'узнать', 'сколько', 'остаться', 'мунут', 'смс', 'трафик', 'тарифный', 'план', 'юпитер'];здравствуйте мочь узнать сколько остаться мунут смс трафик тарифный план юпитер;6;balance_2;-5.575004;10.362877
Подскажите, пожалуйста, как мне узнать стоимость роуминга на моем тарифе. Я хочу посетить Новгород.;['подсказать', 'пожалуйста', 'узнать', 'стоимость', 'роуминг', 'тариф', 'хотеть', 'посетить', 'новгород'];подсказать пожалуйста узнать стоимость роуминг тариф хотеть посетить новгород;5;tariffs;-4.90985;-7.0570226
а абонентка взымается по Сатурн раз в месяц или чаще?;['абонентка', 'взымаяться', 'сатурн', 'месяц', 'частый'];абонентка взымаяться сатурн месяц частый;5;tariffs;1.6227314;-3.543157
Тариф Сатурн. поясните условия и тарифы звонков и интернета в роуминге по россии;['тариф', 'сатурн', 'пояснить', 'условие', 'тариф', 'звонок', 'интернет', 'роуминг', 'россия'];тариф сатурн пояснить условие тариф звонок интернет роуминг россия;5;tariffs;-11.6057205;-8.65052
Любые входящие будут стоить 0р в роуминге?;['любой', 'входящий', 'стоить', 'р', 'роуминг'];любой входящий стоить р роуминг;2;costs;2.8382344;6.1892295
что делать, если сим неактивна?;['делать', 'сим', 'неактивный'];делать сим неактивный;3;sim-cards;6.211356;2.5085387
где можно посмотреть остаток пакета?;['посмотреть', 'остаток', 'пакет'];посмотреть остаток пакет;1;balance_1;-13.367877;6.3417816
Нет мобильной связи. Пишет что мобильная сеть недоступна. Антенну показывает пустую. Уже 15 минут. Что случилось и как надолго?;['мобильный', 'связь', 'писать', 'мобильный', 'сеть', 'недоступный', 'антенна', 'показывать', 'пустой', 'минута', 'случиться', 'надолго'];мобильный связь писать мобильный сеть недоступный антенна показывать пустой минута случиться надолго;3;sim-cards;7.8086233;-5.995726
Сим карта не видит сеть;['сим', 'карта', 'видеть', 'сеть'];сим карта видеть сеть;3;sim-cards;8.212987;14.952228
как восстанновить пин-код при потере?;['восстанновить', 'пин', 'код', 'потеря'];восстанновить пин код потеря;4;pin-codes;15.891244;-1.8954957
Хорошо бы знать команду для проверки остатка минут в пакете. Есть такая?;['знать', 'команда', 'проверка', 'остаток', 'минута', 'пакет'];знать команда проверка остаток минута пакет;1;balance_1;-10.28676;5.3194084
остаток пакета по тп Плутон как посмотреть?;['остаток', 'пакет', 'тп', 'плутон', 'посмотреть'];остаток пакет тп плутон посмотреть;1;balance_1;-10.501061;2.393945
Какая стоимость входящих звоноков в роуминге?;['стоимость', 'входящий', 'звонок', 'роуминг'];стоимость входящий звонок роуминг;5;tariffs;-15.0846405;-5.05169
"в Тариф«Юпитер"" 500 сообщений в месяц или в день?";['тариф', 'юпитер', 'сообщение', 'месяц', 'день'];тариф юпитер сообщение месяц день;5;tariffs;-3.7390363;-3.6208334
Какая сумма будет списана с моего счета при смена моего тарифа на Аполлон?;['сумма', 'списать', 'счёт', 'смена', 'тариф', 'аполлон'];сумма списать счёт смена тариф аполлон;5;tariffs;0.49836418;-9.2233305
Че там с минутами? Как узнать скока осталось?;['че', 'минута', 'узнать', 'скок', 'остаться'];че минута узнать скок остаться;6;balance_2;-3.9163334;6.915641
нет значка сети ;['значок', 'сеть'];значок сеть;3;sim-cards;6.758454;-5.0099072
В пакет тарифа 400 мин входит входящие и исходящие минуты;['пакет', 'тариф', 'мин', 'входить', 'входящий', 'исходящий', 'минута'];пакет тариф мин входить входящий исходящий минута;5;tariffs;-5.3340034;-2.6054223
Если подключу тариф снова, то когда будет сниматься абонентская планта;['подключить', 'тариф', 'снова', 'сниматься', 'абонентский', 'плант'];подключить тариф снова сниматься абонентский плант;5;tariffs;1.8033861;-7.767275
с помощью какой команды, я могу охнакомиться с остатком пакета по ТП Фобос?;['помощь', 'команда', 'мочь', 'охнакомиться', 'остаток', 'пакет', 'тп', 'фобос'];помощь команда мочь охнакомиться остаток пакет тп фобос;1;balance_1;-7.3088984;2.8377779
Где у вас цены за минуту звонка в роуминге?;['цена', 'минута', 'звонок', 'роуминг'];цена минута звонок роуминг;5;tariffs;-12.323627;-6.3391013
"ЗДравствуте!На тарифе ""Сатурн""как оплачиваются звонки в другой регион на мобильный телефон Сфера";['здравствута', 'тариф', 'сатурн', 'оплачиваться', 'звонок', 'регион', 'мобильный', 'телефон', 'сфера'];здравствута тариф сатурн оплачиваться звонок регион мобильный телефон сфера;5;tariffs;-7.9699764;-10.409803
здрасьте, я хочу узнать сколько минут у меня осталось. Мой тариф - Сатурн;['здравствуй', 'хотеть', 'узнать', 'сколько', 'минута', 'остаться', 'тариф', 'сатурн'];здравствуй хотеть узнать сколько минута остаться тариф сатурн;6;balance_2;-6.716966;14.333275
Как узнать остаток смс на тарифе Плутон;['узнать', 'остаток', 'смс', 'тариф', 'плутон'];узнать остаток смс тариф плутон;1;balance_1;-13.10498;1.5454537
Сколько стоят звонки внутри своей сети, но по России. ;['сколько', 'стоять', 'звонок', 'внутри', 'свой', 'сеть', 'россия'];сколько стоять звонок внутри свой сеть россия;5;tariffs;-12.45351;-6.8216505
Привет, за границу звонить и писать смс сколько нужно платить на Геркулес.;['привет', 'граница', 'звонить', 'писать', 'смс', 'сколько', 'нужно', 'платить', 'геркулес'];привет граница звонить писать смс сколько нужно платить геркулес;2;costs;-0.6779178;3.7428236
а что входит в тариф сатурн Добрый вечер, хочу подключится к тарифу Плутон. Если подключюсь сегодня, значит снимется оплата за август месяц? Лучше завтра перевестись? ;['входить', 'тариф', 'сатурн', 'добрый', 'вечер', 'хотеть', 'подключиться', 'тариф', 'плутон', 'подключться', 'сегодня', 'значит', 'сняться', 'оплата', 'август', 'месяц', 'хороший', 'завтра', 'перевестись'];входить тариф сатурн добрый вечер хотеть подключиться тариф плутон подключться сегодня значит сняться оплата август месяц хороший завтра перевестись;5;tariffs;-5.729642;-11.494372
если я буду переходит с Аполлон тарифа на Юпитер стоимость услуг в роуминге изменится?;['переходить', 'аполлон', 'тариф', 'юпитер', 'стоимость', 'услуга', 'роуминг', 'измениться'];переходить аполлон тариф юпитер стоимость услуга роуминг измениться;5;tariffs;-3.7430408;-10.89883
Я не знаю сколько минут, которые входят в пакет, я проговорила. Как я могу это посмотреть?!;['знать', 'сколько', 'минута', 'который', 'входить', 'пакет', 'проговорить', 'мочь', 'это', 'посмотреть'];знать сколько минута который входить пакет проговорить мочь это посмотреть;6;balance_2;-3.5365348;4.890058
Как проверить остаток по тарифу Сатурн?;['проверить', 'остаток', 'тариф', 'сатурн'];проверить остаток тариф сатурн;1;balance_1;-14.26895;4.698731
Нет связи. Проблема в сим карте или сбой в системе?;['связь', 'проблема', 'сим', 'карта', 'сбой', 'система'];связь проблема сим карта сбой система;3;sim-cards;9.593848;5.7620735
сколько минута стоит?;['сколько', 'минута', 'стоить'];сколько минута стоить;2;costs;1.5926163;7.6010575
симка не работает. что делать?;['симка', 'работать', 'делать'];симка работать делать;3;sim-cards;9.073716;4.36314
как можно использовать 2 гига;['использовать', 'гиг'];использовать гиг;6;balance_2;3.5427465;-2.7716236
с телефона как-то можно остаток пакета узнать?;['телефон', 'остаток', 'пакет', 'узнать'];телефон остаток пакет узнать;1;balance_1;-11.821472;6.316618
Уточните. Пожалуйста, сколько стоит минута в роуминге на моем тарифе? Я буду находиться в Новгороде;['уточнить', 'пожалуйста', 'сколько', 'стоить', 'минута', 'роуминг', 'тариф', 'находиться', 'новгород'];уточнить пожалуйста сколько стоить минута роуминг тариф находиться новгород;2;costs;2.2940276;10.429897
Через сколько дней можно поменять тариф.;['сколько', 'день', 'поменять', 'тариф'];сколько день поменять тариф;2;costs;0.38924292;2.6541898
Прошу прислать всю информацию о стоимости звонков в Ярославль на моем тарифе;['просить', 'прислать', 'весь', 'информация', 'стоимость', 'звонок', 'ярославль', 'тариф'];просить прислать весь информация стоимость звонок ярославль тариф;5;tariffs;-11.217764;-10.384134
Давно подключал тариф Плутон и забыл почем будет позвонить на номера других операторов. Проинформируйте, пожалуйста.;['давно', 'подключать', 'тариф', 'плутон', 'забыть', 'почём', 'позвонить', 'номер', 'оператор', 'проинформировать', 'пожалуйста'];давно подключать тариф плутон забыть почём позвонить номер оператор проинформировать пожалуйста;5;tariffs;-7.517872;-13.092994
При сохранении настроек требует пин код, я ввожу как и написано 0000 но ничего не происходит снова требует ввести пин;['сохранение', 'настройка', 'требовать', 'пин', 'код', 'вводить', 'написать', 'происходить', 'снова', 'требовать', 'ввести', 'пин'];сохранение настройка требовать пин код вводить написать происходить снова требовать ввести пин;4;pin-codes;15.513184;-3.5199704
цена за одно смс сколько составляет на Фавн?;['цена', 'смс', 'сколько', 'составлять', 'фавн'];цена смс сколько составлять фавн;6;balance_2;-1.0548879;3.494905
Здравствуйте, подскажите стоимость минуты по Удмуртии на тарифе Сатурн?;['здравствуйте', 'подсказать', 'стоимость', 'минута', 'удмуртия', 'тариф', 'сатурн'];здравствуйте подсказать стоимость минута удмуртия тариф сатурн;5;tariffs;-9.452875;-5.5012956
как дорого инет стоит?;['дорого', 'инет', 'стоить'];дорого инет стоить;2;costs;3.0587182;5.7310476
скажите, если у меня тариф Сатурн, как мне посмотреть остаток минут?;['сказать', 'тариф', 'сатурн', 'посмотреть', 'остаток', 'минута'];сказать тариф сатурн посмотреть остаток минута;1;balance_1;-12.741891;3.0656908
Добрый день! Приобрел новую сим-карту Сфера. но телефон ее не видит. Как это исправить? Что нужно сделать?;['добрый', 'день', 'приобрести', 'новый', 'сим', 'карта', 'сфера', 'телефон', 'видеть', 'это', 'исправить', 'нужно', 'сделать'];добрый день приобрести новый сим карта сфера телефон видеть это исправить нужно сделать;3;sim-cards;10.922545;8.397552
"В поездках по России исходящие в тарифе ""Сатурн"" расходуют минуты из пакета или на них отдельная цена за минуту ?";['поездка', 'россия', 'исходящий', 'тариф', 'сатурн', 'расходовать', 'минута', 'пакет', 'отдельный', 'цена', 'минута'];поездка россия исходящий тариф сатурн расходовать минута пакет отдельный цена минута;5;tariffs;-5.3404145;-1.7962378
Сколько бесплатных минут входит в пакет на тарифе Плутон?;['сколько', 'бесплатный', 'минута', 'входить', 'пакет', 'тариф', 'плутон'];сколько бесплатный минута входить пакет тариф плутон;5;tariffs;-11.134453;-2.0908349
"не возможно активировать сим карту - выдается ошибка ""SIM registration failed""";['возможно', 'активировать', 'сим', 'карта', 'выдаваться', 'ошибка', 'sim', 'registration', 'failed'];возможно активировать сим карта выдаваться ошибка sim registration failed;3;sim-cards;7.453749;4.6082582
Сколько стоят входящие из другого региона, при неоплаченном ТП Сатурн;['сколько', 'стоять', 'входящий', 'регион', 'неоплаченный', 'тп', 'сатурн'];сколько стоять входящий регион неоплаченный тп сатурн;5;tariffs;-4.438205;-10.014902
Добрый вечер. Скажите,когда обновятся пакеты 400мин.,4гб.,400смс?;['добрый', 'вечер', 'сказать', 'обновиться', 'пакет', 'мин', 'гб', 'смс'];добрый вечер сказать обновиться пакет мин гб смс;5;tariffs;-1.1489098;-2.7919464
Почему при тарифе Плутон исходящие смс платные , хотя в описании тарифа смс входят в абонентскую плату(100смс);['почему', 'тариф', 'плутон', 'исходящий', 'смс', 'платный', 'хотя', 'описание', 'тариф', 'смс', 'входить', 'абонентский', 'плата', 'смс'];почему тариф плутон исходящий смс платный хотя описание тариф смс входить абонентский плата смс;5;tariffs;-8.34247;-6.6257753
Добрый день,я нахожусь в Москве ,и если я буду звонить в Пермский край у меня бесплатно будет?то есть за минуты?тариф Сатурн;['добрый', 'день', 'находиться', 'москва', 'звонить', 'пермский', 'край', 'бесплатно', 'минута', 'тариф', 'сатурн'];добрый день находиться москва звонить пермский край бесплатно минута тариф сатурн;5;tariffs;-5.0793295;-2.3468072
Тел не ловит сеть 2G. Каковы могут быть причины?;['тел', 'ловить', 'сеть', 'g', 'каков', 'мочь', 'причина'];тел ловить сеть g каков мочь причина;3;sim-cards;8.315099;-3.4029827
после превышения 1000 мин. какова стоимость звонков на телефоны России;['превышение', 'мин', 'каков', 'стоимость', 'звонок', 'телефон', 'россия'];превышение мин каков стоимость звонок телефон россия;5;tariffs;-11.404329;-9.994655
Не могу активировать сим карту Сфера ,только экстренные вызовы, помогите настроить;['мочь', 'активировать', 'сим', 'карта', 'сфера', 'экстренный', 'вызов', 'помочь', 'настроить'];мочь активировать сим карта сфера экстренный вызов помочь настроить;3;sim-cards;11.878776;9.305314
как узнать всю информацию о пакете в составе тарифа Плутон?;['узнать', 'весь', 'информация', 'пакет', 'состав', 'тариф', 'плутон'];узнать весь информация пакет состав тариф плутон;5;tariffs;-5.688203;-6.6598735
Могут ли в салоне связи разблокировать симку, если я забыла PIN-код, а симка не моя?;['мочь', 'салон', 'связь', 'разблокировать', 'симка', 'забыть', 'pin', 'код', 'симка'];мочь салон связь разблокировать симка забыть pin код симка;4;pin-codes;10.451781;-9.879372
Привет, из Москвы столько стоит послать смс домой?;['привет', 'москва', 'столько', 'стоить', 'послать', 'смс', 'домой'];привет москва столько стоить послать смс домой;2;costs;2.9687095;4.8342624
сколько стоит минута разговора с Казахстаном для тарифа Деймос?;['сколько', 'стоить', 'минута', 'разговор', 'казахстан', 'тариф', 'деймос'];сколько стоить минута разговор казахстан тариф деймос;2;costs;2.783069;14.1378
Хочу узнать остаток минут;['хотеть', 'узнать', 'остаток', 'минута'];хотеть узнать остаток минута;1;balance_1;-16.167288;7.361611
симочка ваша не хочет рабтать. Как будем проблему решать?;['симочка', 'ваш', 'хотеть', 'рабтать', 'проблема', 'решать'];симочка ваш хотеть рабтать проблема решать;3;sim-cards;4.9229927;-3.4958353
Сколько стоит минута разговора?;['сколько', 'стоить', 'минута', 'разговор'];сколько стоить минута разговор;2;costs;1.0992149;16.607742
Здравствуйте, сколько будет стоить интернет и звонки в роуминге?;['здравствуйте', 'сколько', 'стоить', 'интернет', 'звонок', 'роуминг'];здравствуйте сколько стоить интернет звонок роуминг;2;costs;0.82457334;11.986461
вставила симку — не фурычит;['вставить', 'симка', 'фурычать'];вставить симка фурычать;3;sim-cards;7.581539;-5.1314316
Почему телефон не видит сим карту?;['почему', 'телефон', 'видеть', 'сим', 'карта'];почему телефон видеть сим карта;3;sim-cards;8.026088;15.397336
где взять пин для интернета;['взять', 'пин', 'интернет'];взять пин интернет;4;pin-codes;15.468208;-3.6885426
Существует ли возможность узнать остаток невыговоренных минут? Тариф Аполлон;['существовать', 'возможность', 'узнать', 'остаток', 'невыговорить', 'минута', 'тариф', 'аполлон'];существовать возможность узнать остаток невыговорить минута тариф аполлон;1;balance_1;-10.2139;3.6183956
мне б узнать пин для нета;['б', 'узнать', 'пин', 'нета'];б узнать пин нета;4;pin-codes;15.442051;-7.557164
есть ли разница в стоимости услуг связи в Москве от других регионов для тарифа Уран и соответствуют ли цены на сайте действительности?;['разница', 'стоимость', 'услуга', 'связь', 'москва', 'регион', 'тариф', 'уран', 'соответствовать', 'цена', 'сайт', 'действительность'];разница стоимость услуга связь москва регион тариф уран соответствовать цена сайт действительность;5;tariffs;-1.6736801;-10.916388
Прошу уточнить состав пакетов доступных минут и смс на тарифе Плутон ежедневно/ежемесячно;['просить', 'уточнить', 'состав', 'пакет', 'доступный', 'минута', 'смс', 'тариф', 'плутон', 'ежедневно', 'ежемесячно'];просить уточнить состав пакет доступный минута смс тариф плутон ежедневно ежемесячно;5;tariffs;-5.8900495;-3.7000358
приятно вам вечера! Подскажите, как я могу узнать остаток пакета по ТП Сатурн? ;['приятно', 'вечер', 'подсказать', 'мочь', 'узнать', 'остаток', 'пакет', 'тп', 'сатурн'];приятно вечер подсказать мочь узнать остаток пакет тп сатурн;1;balance_1;-11.474042;5.9855638
на Деймос тарифе сколько обходится минута разговора?;['деймос', 'тариф', 'сколько', 'обходиться', 'минута', 'разговор'];деймос тариф сколько обходиться минута разговор;2;costs;2.4659925;5.901006
Сколько стоят звонки в другие регионы при тарифе Юпитер;['сколько', 'стоять', 'звонок', 'регион', 'тариф', 'юпитер'];сколько стоять звонок регион тариф юпитер;5;tariffs;-14.969242;-3.8350918
оставшиеся минуты на Плутон по какой команде показывают?;['остаться', 'минута', 'плутон', 'команда', 'показывать'];остаться минута плутон команда показывать;6;balance_2;-4.888412;8.633079
хотелось бы взглянуть на остаток пакета, такое впечатление что все минуты закончились;['хотеться', 'взглянуть', 'остаток', 'пакет', 'впечатление', 'всё', 'минута', 'закончиться'];хотеться взглянуть остаток пакет впечатление всё минута закончиться;1;balance_1;-7.021569;2.5501769
"Добрый день! Тариф ""Аполлон"", звонки на Сфера в своем регионе не бесплатны?";['добрый', 'день', 'тариф', 'аполлон', 'звонок', 'сфера', 'свой', 'регион', 'бесплатный'];добрый день тариф аполлон звонок сфера свой регион бесплатный;5;tariffs;-13.940201;-8.296578
"Добрый день. Вопрос по ""Сатурн"" ";['добрый', 'день', 'вопрос', 'сатурн'];добрый день вопрос сатурн;5;tariffs;-1.0269547;-7.963416
подскажите куда смотреть, чтобы понять прошла регистрация симки или нет;['подсказать', 'смотреть', 'понять', 'пройти', 'регистрация', 'симка'];подсказать смотреть понять пройти регистрация симка;3;sim-cards;5.1979094;-6.2675548
pin-код хочу узнать, с чего начать;['pin', 'код', 'хотеть', 'узнать', 'начать'];pin код хотеть узнать начать;4;pin-codes;11.372807;-11.831219
Сколько мне будет стоит позвонить на Конус;['сколько', 'стоить', 'позвонить', 'конус'];сколько стоить позвонить конус;2;costs;2.532434;14.609649
Вставила симкарту в новый телефон, но не ловит сеть;['вставить', 'симкарта', 'новый', 'телефон', 'ловить', 'сеть'];вставить симкарта новый телефон ловить сеть;3;sim-cards;9.03937;0.22456738
Добрый день, не могли бы Вы дать мне информацию по оставшимся минутам в пакете?;['добрый', 'день', 'мочь', 'дать', 'информация', 'остаться', 'минута', 'пакет'];добрый день мочь дать информация остаться минута пакет;6;balance_2;-4.8173013;8.612972
Привет, подскажи как посмотреть сколько минут у меня осталось?;['привет', 'подсказать', 'посмотреть', 'сколько', 'минута', 'остаться'];привет подсказать посмотреть сколько минута остаться;6;balance_2;-6.5210896;12.682215
а что делать если симка не работает?;['делать', 'симка', 'работать'];делать симка работать;3;sim-cards;5.723509;3.605754
цена звонков в роуминге выше чем в домашнем регионе?;['цена', 'звонок', 'роуминг', 'выше', 'домашний', 'регион'];цена звонок роуминг выше домашний регион;5;tariffs;-7.114312;-10.767226
купила симку вашу , а она почему-то не работает;['купить', 'симка', 'ваш', 'почему', 'работать'];купить симка ваш почему работать;3;sim-cards;6.7504935;3.2494805
Добрый день. Почему Сфера сим карта не коммуникатирует с Тор в иеоефоне с 2 сим картами?;['добрый', 'день', 'почему', 'сфера', 'сим', 'карта', 'коммуникатировать', 'тор', 'иеоефон', 'сим', 'карта'];добрый день почему сфера сим карта коммуникатировать тор иеоефон сим карта;3;sim-cards;10.543431;10.724888
В Плутон тарифе сколько минут входит в абонентскую плату?;['плутон', 'тариф', 'сколько', 'минута', 'входить', 'абонентский', 'плата'];плутон тариф сколько минута входить абонентский плата;5;tariffs;-10.07552;-2.184078
стоимость звонков и смс на тафе Плутон в роуминге;['стоимость', 'звонок', 'смс', 'тафа', 'плутон', 'роуминг'];стоимость звонок смс тафа плутон роуминг;5;tariffs;-14.086518;-8.058382
Подскажите, пожалуйста, как узнать о неизрасходованном интернете и минутах? Заранее благодарю;['подсказать', 'пожалуйста', 'узнать', 'неизрасходованный', 'интернет', 'минута', 'заранее', 'благодарить'];подсказать пожалуйста узнать неизрасходованный интернет минута заранее благодарить;6;balance_2;-1.9271077;-0.7775614
Пришлите, пожалуйста, пин  для инета.;['прислать', 'пожалуйста', 'пин', 'инет'];прислать пожалуйста пин инет;4;pin-codes;12.918881;-9.10706
Помогите старому адмиралу вспомнить пин;['помочь', 'старый', 'адмирал', 'вспомнить', 'пин'];помочь старый адмирал вспомнить пин;4;pin-codes;9.99858;-11.453186
как активировать сим карту (телефон пишет нет сети);['активировать', 'сим', 'карта', 'телефон', 'писать', 'сеть'];активировать сим карта телефон писать сеть;3;sim-cards;8.513176;14.331188
Хочется получить информацию про полный остаток всего по тарифу;['хотеться', 'получить', 'информация', 'полный', 'остаток', 'весь', 'тариф'];хотеться получить информация полный остаток весь тариф;1;balance_1;-6.693722;0.7950587
Сколько стоит звонок в роуминге;['сколько', 'стоить', 'звонок', 'роуминг'];сколько стоить звонок роуминг;2;costs;0.57718647;15.41044
как узнать остаток на тарифе Юпитер?;['узнать', 'остаток', 'тариф', 'юпитер'];узнать остаток тариф юпитер;1;balance_1;-15.785097;7.1027384
команда проверки остатка пакета смс;['команда', 'проверка', 'остаток', 'пакет', 'смс'];команда проверка остаток пакет смс;1;balance_1;-10.071301;5.2953043
Как узнать трафик на тарифе Сатурн;['узнать', 'трафик', 'тариф', 'сатурн'];узнать трафик тариф сатурн;1;balance_1;-10.845045;1.619331
купил симку Сфера, поставил в телефон, а телефон не видет симку. телефон поддерживает 3G. как быть?;['купить', 'симка', 'сфера', 'поставить', 'телефон', 'телефон', 'видти', 'симка', 'телефон', 'поддерживать', 'g'];купить симка сфера поставить телефон телефон видти симка телефон поддерживать g;3;sim-cards;6.830275;0.8599652
что делать, если симкарта не видит сеть;['делать', 'симкарта', 'видеть', 'сеть'];делать симкарта видеть сеть;3;sim-cards;10.029204;0.91796714
мне во сколько встанут звонки с Деймос в европу?;['сколько', 'встать', 'звонок', 'деймос', 'европа'];сколько встать звонок деймос европа;2;costs;1.0482332;2.679349
Хай, как посчитать потраченные минуты?;['хай', 'посчитать', 'потратить', 'минута'];хай посчитать потратить минута;6;balance_2;-1.2227236;0.27862373
